,Player,Span,Mat,Inns,NO,Runs,HS,Ave,100,50,0,,Country
2024,MJ Bennett,1984-1985,3,5,2,71,23,23.66,0,0,0,,AUS
2025,WH Brann,1922-1923,3,5,0,71,50,14.20,0,1,1,,SA
2026,RO Butcher,1981-1981,3,5,0,71,32,14.20,0,0,1,,ENG
2027,AHH Gilligan,1930-1930,4,4,0,71,32,17.75,0,0,0,,ENG
2028,DD Hindlekar,1936-1946,4,7,2,71,26,14.20,0,0,0,,IND
2029,GJ Hopkins,2008-2010,4,7,1,71,15,11.83,0,0,0,,NZ
2030,PA Horne,1987-1990,4,7,0,71,27,10.14,0,0,2,,NZ
2031,SP James,1998-1998,2,4,0,71,36,17.75,0,0,1,,ENG
2032,JJ Krejza,2008-2008,2,4,1,71,32,23.66,0,0,0,,AUS
2033,JE Morris,1990-1990,3,5,2,71,32,23.66,0,0,0,,ENG
2034,P Roy,1982-1982,2,3,1,71,60*,35.50,0,1,0,,IND
2035,AW White,1965-1965,2,4,1,71,57*,23.66,0,1,0,,WI
2036,Zafar Gohar,2021-2021,1,2,0,71,37,35.50,0,0,0,,PAK
2037,R Beaumont,1912-1914,5,9,0,70,31,7.77,0,0,2,,SA
2038,Bilawal Bhatti,2013-2014,2,3,1,70,32,35.00,0,0,0,,PAK
2039,NW Bracken,2003-2005,5,6,2,70,37,17.50,0,0,0,,AUS
2040,LG Hylton,1935-1939,6,8,2,70,19,11.66,0,0,0,,WI
2041,E Peate,1881-1886,9,14,8,70,13,11.66,0,0,1,,ENG
2042,GA Smithson,1948-1948,2,3,0,70,35,23.33,0,0,1,,ENG
2043,AJ Bell,1929-1935,16,23,12,69,26*,6.27,0,0,6,,SA
2044,SHM Colah,1932-1933,2,4,0,69,31,17.25,0,0,0,,IND
2045,GJ Crocker,1992-1992,3,4,1,69,33,23.00,0,0,0,,ZIM
2046,DK Liyanage,1992-2001,9,9,0,69,23,7.66,0,0,1,,SL
2047,Mohammad Shahzad,2018-2019,2,4,0,69,40,17.25,0,0,0,,AFG
2048,NI Thomson,1964-1965,5,4,1,69,39,23.00,0,0,1,,ENG
2049,AC Waller,1996-1996,2,3,0,69,50,23.00,0,1,0,,ZIM
2050,WJ Edwards,1974-1974,3,6,0,68,30,11.33,0,0,2,,AUS
2051,JP Greaves,2024-2024,2,4,0,68,33,17.00,0,0,0,,WI
2052,H Jupp,1877-1877,2,4,0,68,63,17.00,0,1,1,,ENG
2053,T Maruma,2013-2021,4,7,0,68,41,9.71,0,0,3,,ZIM
2054,MG Melle,1950-1953,7,12,4,68,17,8.50,0,0,1,,SA
2055,WH Milton,1889-1892,3,6,0,68,21,11.33,0,0,0,,SA
2056,MR Whitney,1981-1992,12,19,8,68,13,6.18,0,0,4,,AUS
2057,JT Ball,2016-2017,4,8,0,67,31,8.37,0,0,1,,ENG
2058,MK Mantri,1951-1955,4,8,1,67,39,9.57,0,0,2,,IND
2059,WD Parnell,2010-2017,6,4,0,67,23,16.75,0,0,0,,SA
2060,MW Pringle,1992-1995,4,6,2,67,33,16.75,0,0,0,,SA
2061,CP Schofield,2000-2000,2,3,0,67,57,22.33,0,1,1,,ENG
2062,MW Sievers,1936-1937,3,6,1,67,25*,13.40,0,0,0,,AUS
2063,PM Such,1993-1999,11,16,5,67,14*,6.09,0,0,3,,ENG
2064,NFD Thomson,1877-1877,2,4,0,67,41,16.75,0,0,0,,AUS
2065,CV Wight,1928-1930,2,4,1,67,23,22.33,0,0,0,,WI
2066,Afaq Hussain,1961-1964,2,4,4,66,35*,-,0,0,0,,PAK
2067,SW Billings,2022-2022,3,3,0,66,36,22.00,0,0,0,,ENG
2068,G Coetzee,2023-2023,3,5,1,66,20,16.50,0,0,0,,SA
2069,TK Curran,2017-2018,2,3,1,66,39,33.00,0,0,0,,ENG
2070,M Hayward,1999-2004,16,17,8,66,14,7.33,0,0,3,,SA
2071,RD King,1999-2005,19,27,8,66,12*,3.47,0,0,7,,WI
2072,A Kuruvilla,1997-1997,10,11,1,66,35*,6.60,0,0,5,,IND
2073,WS Lees,1906-1906,5,9,3,66,25*,11.00,0,0,0,,ENG
2074,Mustafizur Rahman,2015-2022,15,22,7,66,16,4.40,0,0,8,,BAN
2075,D Olivier,2017-2024,16,21,10,66,15*,6.00,0,0,4,,SA
2076,JSE Price,1964-1972,15,15,6,66,32,7.33,0,0,5,,ENG
2077,JT Botten,1965-1965,3,6,0,65,33,10.83,0,0,2,,SA
2078,WR Cuttell,1899-1899,2,4,0,65,21,16.25,0,0,0,,ENG
2079,KSC de Silva,1997-1999,8,12,5,65,27,9.28,0,0,2,,SL
2080,RM Edwards,1968-1969,5,8,1,65,22,9.28,0,0,2,,WI
2081,CW Henderson,2001-2002,7,7,0,65,30,9.28,0,0,1,,SA
2082,AJ Hollioake,1997-1998,4,6,0,65,45,10.83,0,0,1,,ENG
2083,SJ Staples,1928-1928,3,5,0,65,39,13.00,0,0,0,,ENG
2084,AP Binns,1953-1956,5,8,1,64,27,9.14,0,0,3,,WI
2085,ERH Fuller,1953-1958,7,9,1,64,17,8.00,0,0,2,,SA
2086,TJD Kelly,1877-1879,2,3,0,64,35,21.33,0,0,0,,AUS
2087,JH King,1909-1909,1,2,0,64,60,32.00,0,1,0,,ENG
2088,ER Mayne,1912-1921,4,4,1,64,25*,21.33,0,0,0,,AUS
2089,Naved Ashraf,1998-2000,2,3,0,64,32,21.33,0,0,0,,PAK
2090,K Sinclair,2024-2024,1,2,1,64,50,64.00,0,1,0,,WI
2091,SR Thompson,2018-2019,3,6,0,64,53,10.66,0,1,1,,IRE
2092,PE Whitelaw,1933-1933,2,4,2,64,30,32.00,0,0,0,,NZ
2093,S Badrinath,2010-2010,2,3,0,63,56,21.00,0,1,0,,IND
2094,HRJ Charlwood,1877-1877,2,4,0,63,36,15.75,0,0,1,,ENG
2095,GWA Chubb,1951-1951,5,9,3,63,15*,10.50,0,0,0,,SA
2096,CEL Jones,1930-1935,4,7,0,63,19,9.00,0,0,0,,WI
2097,Mohammad Munaf,1959-1962,4,7,2,63,19,12.60,0,0,0,,PAK
2098,H Philipson,1892-1895,5,8,1,63,30,9.00,0,0,0,,ENG
2099,VA Singh,2017-2017,3,6,0,63,32,10.50,0,0,0,,WI
2100,R van Tonder,2024-2024,2,3,0,63,32,21.00,0,0,1,,SA
2101,NS Asgarali,1957-1957,2,4,0,62,29,15.50,0,0,1,,WI
2102,Hon.IFW Bligh,1882-1883,4,7,1,62,19,10.33,0,0,2,,ENG
2103,WP Bradburn,1964-1964,2,4,0,62,32,15.50,0,0,0,,NZ
2104,CGD Burger,1958-1958,2,4,1,62,37*,20.66,0,0,0,,SA
2105,RGA Headley,1973-1973,2,4,0,62,42,15.50,0,0,0,,WI
2106,KW Hough,1959-1959,2,3,2,62,31*,62.00,0,0,0,,NZ
2107,C Newberry,1913-1914,4,8,0,62,16,7.75,0,0,1,,SA
2108,JA Rennie,1993-1997,4,6,1,62,22,12.40,0,0,1,,ZIM
2109,Harry Elliott,1928-1934,4,5,1,61,37*,15.25,0,0,0,,ENG
2110,Haseeb Ahsan,1958-1962,12,16,7,61,14,6.77,0,0,3,,PAK
2111,Iftikhar Ahmed,2016-2022,4,6,1,61,27,12.20,0,0,1,,PAK
2112,PJ Ingram,2010-2010,2,4,0,61,42,15.25,0,0,0,,NZ
2113,WR James,1993-1994,4,4,0,61,33,15.25,0,0,0,,ZIM
2114,NC McGarrell,2001-2001,4,6,2,61,33,15.25,0,0,1,,WI
2115,PHKD Mendis,2022-2022,1,1,0,61,61,61.00,0,1,0,,SL
2116,AE Moss,1954-1960,9,7,1,61,26,10.16,0,0,1,,ENG
2117,RV Divecha,1951-1952,5,5,0,60,26,12.00,0,0,0,,IND
2118,R Gilchrist,1957-1959,13,14,3,60,12,5.45,0,0,4,,WI
2119,DW Gregory,1877-1879,3,5,2,60,43,20.00,0,0,0,,AUS
2120,PM Hornibrook,1929-1930,6,7,1,60,26,10.00,0,0,1,,AUS
2121,MJ Horton,1959-1959,2,2,0,60,58,30.00,0,1,0,,ENG
2122,DV Lawrence,1988-1992,5,6,0,60,34,10.00,0,0,0,,ENG
2123,G Millman,1961-1962,6,7,2,60,32*,12.00,0,0,2,,ENG
2124,JK Moss,1979-1979,1,2,1,60,38*,60.00,0,0,0,,AUS
2125,MM Patel,2006-2011,13,14,6,60,15*,7.50,0,0,4,,IND
2126,SG Peall,1993-1994,4,6,2,60,30,15.00,0,0,2,,ZIM
2127,W Watson,1986-1993,15,18,6,60,11,5.00,0,0,3,,NZ
2128,Arif Butt,1964-1965,3,5,0,59,20,11.80,0,0,1,,PAK
2129,BA Bolton,1959-1959,2,3,0,59,33,19.66,0,0,1,,NZ
2130,HD Bromfield,1961-1965,9,12,7,59,21,11.80,0,0,3,,SA
2131,Enamul Haque jnr,2003-2013,15,26,16,59,13,5.90,0,0,4,,BAN
2132,GAL Hearne,1922-1924,3,5,0,59,28,11.80,0,0,2,,SA
2133,RL Johnson,2003-2003,3,4,0,59,26,14.75,0,0,0,,ENG
2134,R Kaia,2021-2021,3,6,0,59,48,9.83,0,0,4,,ZIM
2135,Sir TC O'Brien,1884-1896,5,8,0,59,20,7.37,0,0,3,,ENG
2136,D Paterson,2020-2024,4,7,3,59,39*,14.75,0,0,1,,SA
2137,M Theekshana,2022-2022,2,3,0,59,38,19.66,0,0,0,,SL
2138,CA Absolom,1879-1879,1,2,0,58,52,29.00,0,1,0,,ENG
2139,CE Cuffy,1994-2002,15,23,9,58,15,4.14,0,0,6,,WI
2140,K Farnes,1934-1939,15,17,5,58,20,4.83,0,0,4,,ENG
2141,LF Kline,1957-1961,13,16,9,58,15*,8.28,0,0,3,,AUS
2142,EA Martindale,1933-1939,10,14,3,58,22,5.27,0,0,3,,WI
2143,PL Mhambrey,1996-1996,2,3,1,58,28,29.00,0,0,0,,IND
2144,FW Milligan,1899-1899,2,4,0,58,38,14.50,0,0,0,,ENG
2145,JA Morkel,2009-2009,1,1,0,58,58,58.00,0,1,0,,SA
2146,WTS Porterfield,2018-2019,3,6,0,58,32,9.66,0,0,1,,IRE
2147,SC Stayers,1962-1962,4,4,1,58,35*,19.33,0,0,0,,WI
2148,LE Tapscott,1923-1923,2,3,1,58,50*,29.00,0,1,0,,SA
2149,DR Gilbert,1985-1986,9,12,4,57,15,7.12,0,0,1,,AUS
2150,S Joseph,2024-2024,2,4,2,57,36,28.50,0,0,0,,WI
2151,WW Keeton,1934-1939,2,4,0,57,25,14.25,0,0,1,,ENG
2152,PK Lee,1931-1933,2,3,0,57,42,19.00,0,0,1,,AUS
2153,Mohammad Shahid,2015-2015,5,6,1,57,25,11.40,0,0,0,,BAN
2154,VM Nyauchi,2020-2023,8,13,4,57,13,6.33,0,0,3,,ZIM
2155,JL Ontong,2002-2004,2,4,1,57,32,19.00,0,0,1,,SA
2156,GC Shillingford,1969-1972,7,8,1,57,25,8.14,0,0,1,,WI
2157,K Taylor,1959-1964,3,5,0,57,24,11.40,0,0,0,,ENG
2158,DP Viljoen,1998-2000,2,4,0,57,38,14.25,0,0,2,,ZIM
2159,KADM Fernando,2003-2003,2,3,1,56,51*,28.00,0,1,0,,SL
2160,MS Hardikar,1958-1958,2,4,1,56,32*,18.66,0,0,1,,IND
2161,LM Jongwe,2021-2021,1,2,0,56,37,28.00,0,0,0,,ZIM
2162,G Motie,2022-2024,5,6,2,56,23*,14.00,0,0,0,,WI
2163,MG Neser,2021-2022,2,3,0,56,35,18.66,0,0,0,,AUS
2164,NV Ojha,2015-2015,1,2,0,56,35,28.00,0,0,0,,IND
2165,MW Priest,1990-1998,3,4,0,56,26,14.00,0,0,0,,NZ
2166,SK Sharma,1988-1990,2,3,1,56,38,28.00,0,0,1,,IND
2167,GP Bilby,1966-1966,2,4,0,55,28,13.75,0,0,0,,NZ
2168,HWR Cartwright,2017-2017,2,2,0,55,37,27.50,0,0,0,,AUS
2169,Lord Hawke,1896-1899,5,8,1,55,30,7.85,0,0,2,,ENG
2170,Mohammad Wasim,2022-2022,2,4,1,55,43,18.33,0,0,0,,1
2171,M Nissar,1932-1936,6,11,3,55,14,6.87,0,0,2,,IND
2172,BA Parchment,2008-2008,2,4,0,55,20,13.75,0,0,0,,WI
2173,COC Pearse,1910-1911,3,6,0,55,31,9.16,0,0,2,,SA
2174,OP Stone,2019-2021,3,6,0,55,20,9.16,0,0,2,,ENG
2175,FH Sugg,1888-1888,2,2,0,55,31,27.50,0,0,0,,ENG
2176,GB Troup,1976-1986,15,18,6,55,13*,4.58,0,0,7,,NZ
2177,AMJG Amerasinghe,1984-1984,2,4,1,54,34,18.00,0,0,0,,SL
2178,DE Bollinger,2009-2010,12,14,7,54,21,7.71,0,0,3,,AUS
2179,MG Burmester,1992-1992,3,4,2,54,30*,27.00,0,0,1,,ZIM
2180,LO Fleetwood-Smith,1935-1938,10,11,5,54,16*,9.00,0,0,2,,AUS
2181,A Gandotra,1969-1969,2,4,0,54,18,13.50,0,0,0,,IND
2182,ND Hirwani,1988-1996,17,22,12,54,17,5.40,0,0,5,,IND
2183,Humayun Farhat,2001-2001,1,2,0,54,28,27.00,0,0,0,,PAK
2184,DJ Knight,1921-1921,2,4,0,54,38,13.50,0,0,0,,ENG
2185,SG Law,1995-1995,1,1,1,54,54*,-,0,1,0,,AUS
2186,EL McCormick,1935-1938,12,14,5,54,17*,6.00,0,0,3,,AUS
2187,CD Matthews,1986-1988,3,5,0,54,32,10.80,0,0,1,,AUS
2188,RO Scarlett,1960-1960,3,4,1,54,29*,18.00,0,0,0,,WI
2189,WPA Crawford,1956-1956,4,5,2,53,34,17.66,0,0,1,,AUS
2190,O Henry,1992-1993,3,3,0,53,34,17.66,0,0,0,,SA
2191,VB John,1983-1984,6,10,5,53,27*,10.60,0,0,4,,SL
2192,D Myers,2021-2021,1,2,0,53,27,26.50,0,0,0,,ZIM
2193,HC Nitschke,1931-1931,2,2,0,53,47,26.50,0,0,0,,AUS
2194,A Phillip,2022-2022,2,3,1,53,43,26.50,0,0,0,,WI
2195,RL Powell,1999-2004,2,3,0,53,30,17.66,0,0,1,,WI
2196,CG Rackemann,1982-1991,12,14,4,53,15*,5.30,0,0,5,,AUS
2197,AK Sharma,1988-1988,1,2,0,53,30,26.50,0,0,0,,IND
2198,Abdur Rauf,2009-2009,3,6,0,52,31,8.66,0,0,2,,PAK
2199,Abrar Ahmed,2022-2023,6,8,4,52,17,13.00,0,0,1,,PAK
2200,G Alexander,1880-1884,2,4,0,52,33,13.00,0,0,0,,AUS
2201,N Betancourt,1930-1930,1,2,0,52,39,26.00,0,0,0,,WI
2202,CN Evans,1996-2003,3,6,0,52,22,8.66,0,0,0,,ZIM
2203,Fahim Muntasir,2002-2002,3,6,0,52,33,8.66,0,0,1,,BAN
2204,Fazl-e-Akbar,1998-2004,5,8,4,52,25,13.00,0,0,2,,PAK
2205,BC Francis,1972-1972,3,5,0,52,27,10.40,0,0,1,,AUS
2206,JW Hastings,2012-2012,1,2,0,52,32,26.00,0,0,0,,AUS
2207,KC James,1930-1933,11,13,2,52,14,4.72,0,0,4,,NZ
2208,SP Kinneir,1911-1911,1,2,0,52,30,26.00,0,0,0,,ENG
2209,JJC Lawson,2002-2005,13,21,6,52,14,3.46,0,0,6,,WI
2210,S Mahmood,2022-2022,2,2,1,52,49,52.00,0,0,0,,ENG
2211,J Middleton,1896-1902,6,12,5,52,22,7.42,0,0,2,,SA
2212,OE Nothling,1928-1928,1,2,0,52,44,26.00,0,0,0,,AUS
2213,Talha Jubair,2002-2004,7,14,6,52,31,6.50,0,0,6,,BAN
2214,BV Vitori,2011-2013,4,7,2,52,19*,10.40,0,0,2,,ZIM
2215,KL Wishart,1935-1935,1,2,0,52,52,26.00,0,1,1,,WI
2216,R Appleyard,1954-1956,9,9,6,51,19*,17.00,0,0,0,,ENG
2217,L Balaji,2003-2005,8,9,0,51,31,5.66,0,0,4,,IND
2218,MR Benson,1986-1986,1,2,0,51,30,25.50,0,0,0,,ENG
2219,VR Brown,1985-1985,2,3,1,51,36*,25.50,0,0,1,,NZ
2220,AE Dipper,1921-1921,1,2,0,51,40,25.50,0,0,0,,ENG
2221,XJ Doherty,2010-2013,4,7,3,51,18*,12.75,0,0,0,,AUS
2222,RL Harvey,1936-1936,2,4,0,51,28,12.75,0,0,0,,SA
2223,KS Indrajitsinhji,1964-1969,4,7,1,51,23,8.50,0,0,1,,IND
2224,Kamrul Islam Rabbi,2016-2018,7,14,5,51,25*,5.66,0,0,5,,BAN
2225,HM McGirr,1930-1930,2,1,0,51,51,51.00,0,1,0,,NZ
2226,Nasir Jamshed,2013-2013,2,4,0,51,46,12.75,0,0,1,,PAK
2227,DEV Padgett,1960-1960,2,4,0,51,31,12.75,0,0,0,,ENG
2228,JB Robertson,1935-1936,3,6,1,51,17,10.20,0,0,0,,SA
2229,CL Townsend,1899-1899,2,3,0,51,38,17.00,0,0,0,,ENG
2230,Ebadot Hossain,2019-2023,20,32,16,50,21*,3.12,0,0,10,,BAN
2231,RA Legall,1953-1953,4,5,0,50,23,10.00,0,0,0,,WI
2232,R Ngarava,2021-2023,4,7,2,50,19*,10.00,0,0,2,,ZIM
2233,F Penn,1880-1880,1,2,1,50,27*,50.00,0,0,0,,ENG
2234,R Tattersall,1951-1954,16,17,7,50,10*,5.00,0,0,1,,ENG
2235,ZS Ansari,2016-2016,3,5,0,49,32,9.80,0,0,2,,ENG
2236,Azmat Rana,1980-1980,1,1,0,49,49,49.00,0,0,0,,PAK
2237,MP Fernandes,1928-1930,2,4,0,49,22,12.25,0,0,1,,WI
2238,Mohammad Salim,2003-2003,2,4,1,49,26,16.33,0,0,1,,BAN
2239,LCH Palairet,1902-1902,2,4,0,49,20,12.25,0,0,0,,ENG
2240,F Ridgway,1951-1952,5,6,0,49,24,8.16,0,0,2,,ENG
2241,C Wesley,1960-1960,3,5,0,49,35,9.80,0,0,2,,SA
2242,W Chatterton,1892-1892,1,1,0,48,48,48.00,0,0,0,,ENG
2243,JD Edwards,1888-1888,3,6,1,48,26,9.60,0,0,3,,AUS
2244,Y Goonasekera,1983-1983,2,4,0,48,23,12.00,0,0,0,,SL
2245,AH Gray,1986-1987,5,8,2,48,12*,8.00,0,0,2,,WI
2246,TE Srinivasan,1981-1981,1,2,0,48,29,24.00,0,0,0,,IND
2247,SM Boland,2021-2023,10,11,4,47,20,6.71,0,0,2,,AUS
2248,LB Fishlock,1936-1947,4,5,1,47,19*,11.75,0,0,1,,ENG
2249,PEW Jones,1948-1951,9,11,2,47,10*,5.22,0,0,1,,WI
2250,EC Joyce,2018-2018,1,2,0,47,43,23.50,0,0,0,,IRE
2251,R McLaren,2010-2014,2,3,1,47,33*,23.50,0,0,0,,SA
2252,Mohammad Ayub,2012-2012,1,2,0,47,25,23.50,0,0,0,,PAK
2253,VRV Singh,2006-2007,5,6,2,47,29,11.75,0,0,0,,IND
2254,TL Tsolekile,2004-2004,3,5,0,47,22,9.40,0,0,1,,SA
2255,RK Tyldesley,1924-1930,7,7,1,47,29,7.83,0,0,1,,ENG
2256,AW Wellard,1937-1938,2,4,0,47,38,11.75,0,0,1,,ENG
2257,MW Booth,1913-1914,2,2,0,46,32,23.00,0,0,0,,ENG
2258,WW Daniel,1976-1984,10,11,4,46,11,6.57,0,0,2,,WI
2259,RWG Emery,1952-1952,2,4,0,46,28,11.50,0,0,0,,NZ
2260,GA Lamb,2011-2011,1,2,0,46,39,23.00,0,0,0,,ZIM
2261,DL Maddy,1999-2000,3,4,0,46,24,11.50,0,0,0,,ENG
2262,MF Malone,1977-1977,1,1,0,46,46,46.00,0,0,0,,AUS
2263,Nadeem Abbasi,1989-1989,3,2,0,46,36,23.00,0,0,0,,PAK
2264,MV Narasimha Rao,1978-1979,4,6,1,46,20*,9.20,0,0,0,,IND
2265,CC Passailaigue,1930-1930,1,2,1,46,44,46.00,0,0,0,,WI
2266,K Shuttleworth,1970-1971,5,6,0,46,21,7.66,0,0,1,,ENG
2267,J Vine,1912-1912,2,3,2,46,36,46.00,0,0,0,,ENG
2268,BJ Arnel,2010-2012,6,12,4,45,8*,5.62,0,0,3,,NZ
2269,MP Bicknell,1993-2003,4,7,0,45,15,6.42,0,0,3,,ENG
2270,RP de Groen,1993-1994,5,10,4,45,26,7.50,0,0,1,,NZ
2271,JP Faulkner,2013-2013,1,2,0,45,23,22.50,0,0,0,,AUS
2272,MM Patel,1996-1996,2,2,0,45,27,22.50,0,0,0,,ENG
2273,Qais Ahmad,2019-2024,2,4,0,45,21,11.25,0,0,0,,AFG
2274,FW Smith,1889-1896,3,6,1,45,12,9.00,0,0,1,,SA
2275,JC Tredwell,2010-2015,2,2,0,45,37,22.50,0,0,0,,ENG
2276,GC Wilson,2018-2019,2,4,1,45,33*,15.00,0,0,2,,IRE
2277,RC Allen,1887-1887,1,2,0,44,30,22.00,0,0,0,,AUS
2278,BC Hollioake,1997-1998,2,4,0,44,28,11.00,0,0,1,,ENG
2279,J Humphries,1908-1908,3,6,1,44,16,8.80,0,0,0,,ENG
2280,Lall Singh,1932-1932,1,2,0,44,29,22.00,0,0,0,,IND
2281,WP Masakadza,2018-2023,3,6,1,44,17,8.80,0,0,0,,ZIM
2282,Naved Anjum,1989-1990,2,3,0,44,22,14.66,0,0,0,,PAK
2283,Sharjeel Khan,2017-2017,1,2,0,44,40,22.00,0,0,0,,PAK
2284,JW Sharpe,1890-1892,3,6,4,44,26,22.00,0,0,0,,ENG
2285,GR Thoms,1952-1952,1,2,0,44,28,22.00,0,0,0,,AUS
2286,JH Anderson,1902-1902,1,2,0,43,32,21.50,0,0,0,,SA
2287,JM Bird,2012-2017,9,9,6,43,19*,14.33,0,0,1,,AUS
2288,CP Buckenham,1910-1910,4,7,0,43,17,6.14,0,0,1,,ENG
2289,HI Ebeling,1934-1934,1,2,0,43,41,21.50,0,0,0,,AUS
2290,MR Harvey,1947-1947,1,2,0,43,31,21.50,0,0,0,,AUS
2291,T Makoni,2023-2023,2,4,0,43,33,10.75,0,0,1,,ZIM
2292,DJ Meintjes,1923-1923,2,3,0,43,21,14.33,0,0,0,,SA
2293,WB Rankin,2014-2019,3,6,1,43,17,8.60,0,0,1,,ENG/IRE
2294,Sarandeep Singh,2000-2002,3,2,1,43,39*,43.00,0,0,0,,IND
2295,HI Young,1899-1899,2,2,0,43,43,21.50,0,0,1,,ENG
2296,Anwar Hussain,1952-1952,4,6,0,42,17,7.00,0,0,0,,PAK
2297,SF Burke,1962-1965,2,4,1,42,20,14.00,0,0,1,,SA
2298,OR Dunell,1889-1889,2,4,1,42,26*,14.00,0,0,1,,SA
2299,C Hallows,1921-1928,2,2,1,42,26,42.00,0,0,0,,ENG
2300,H Ironmonger,1928-1933,14,21,5,42,12,2.62,0,0,6,,AUS
2301,RD Jackman,1981-1982,4,6,0,42,17,7.00,0,0,2,,ENG
2302,MKGCP Lakshitha,2002-2002,2,3,0,42,40,14.00,0,0,1,,SL
2303,JG Navle,1932-1933,2,4,0,42,13,10.50,0,0,0,,IND
2304,Saleem Jaffar,1986-1992,14,14,6,42,10*,5.25,0,0,4,,PAK
2305,CEM Wilson,1899-1899,2,4,1,42,18,14.00,0,0,0,,ENG
2306,EJK Burn,1890-1890,2,4,0,41,19,10.25,0,0,1,,AUS
2307,J Cameron-Dow,2019-2019,1,2,1,41,32*,41.00,0,0,0,,IRE
2308,GRA de Silva,1982-1982,4,7,2,41,14,8.20,0,0,2,,SL
2309,JNT Seales,2021-2022,10,15,8,41,13,5.85,0,0,2,,WI
2310,Karim Janat,2023-2023,1,2,0,41,23,20.50,0,0,0,,AFG
2311,LA King,1962-1968,2,4,0,41,20,10.25,0,0,1,,WI
2312,CT Mutombodzi,2020-2020,1,2,0,41,33,20.50,0,0,0,,ZIM
2313,RM Patidar,2024-2024,1,2,0,41,32,20.50,0,0,0,,IND
2314,BJ Sealey,1933-1933,1,2,0,41,29,20.50,0,0,0,,WI
2315,SB Smith,1984-1984,3,5,0,41,12,8.20,0,0,0,,AUS
2316,AG Barrett,1971-1975,6,7,1,40,19,6.66,0,0,1,,WI
2317,GA Cope,1977-1978,3,3,0,40,22,13.33,0,0,1,,ENG
2318,BAF Grieve,1889-1889,2,3,2,40,14*,40.00,0,0,0,,ENG
2319,E Leadbeater,1951-1952,2,2,0,40,38,20.00,0,0,0,,ENG
2320,WH Moule,1880-1880,1,2,0,40,34,20.00,0,0,0,,AUS
2321,SP Narine,2012-2013,6,7,2,40,22*,8.00,0,0,1,,WI
2322,VB Ranjane,1958-1964,7,9,3,40,16,6.66,0,0,1,,IND
2323,LA Walcott,1930-1930,1,2,1,40,24,40.00,0,0,0,,WI
2324,A Ward,1969-1976,5,6,1,40,21,8.00,0,0,4,,ENG
2325,RA Austin,2009-2009,2,4,0,39,19,9.75,0,0,1,,WI
2326,SV Bahutule,2001-2001,2,4,1,39,21*,13.00,0,0,2,,IND
2327,JC Balderstone,1976-1976,2,4,0,39,35,9.75,0,0,2,,ENG
2328,GK Bruk-Jackson,1993-1993,2,4,0,39,31,9.75,0,0,1,,ZIM
2329,HW Chapman,1914-1921,2,4,1,39,17,13.00,0,0,0,,SA
2330,TA Copeland,2011-2011,3,4,1,39,23*,13.00,0,0,0,,AUS
2331,HH Francis,1899-1899,2,4,0,39,29,9.75,0,0,0,,SA
2332,D Gamsy,1970-1970,2,3,1,39,30*,19.50,0,0,0,,SA
2333,M Jahangir Khan,1932-1936,4,7,0,39,13,5.57,0,0,1,,IND
2334,TK Kendall,1877-1877,2,4,1,39,17*,13.00,0,0,0,,AUS
2335,Masood Anwar,1990-1990,1,2,0,39,37,19.50,0,0,0,,PAK
2336,JV Saunders,1902-1908,14,23,6,39,11*,2.29,0,0,8,,AUS
2337,VI Smith,1947-1957,9,16,6,39,11*,3.90,0,0,4,,SA
2338,KPJ Warnaweera,1986-1994,10,12,3,39,20,4.33,0,0,3,,SL
2339,JR Watkins,1973-1973,1,2,1,39,36,39.00,0,0,0,,AUS
2340,GF Bissett,1927-1928,4,4,2,38,23,19.00,0,0,0,,SA
2341,EH Bromley,1933-1934,2,4,0,38,26,9.50,0,0,0,,AUS
2342,JA Dunning,1933-1937,4,6,1,38,19,7.60,0,0,2,,NZ
2343,Elias Sunny,2011-2013,4,6,1,38,20*,7.60,0,0,2,,BAN
2344,KHRK Fernando,2002-2002,2,4,0,38,24,9.50,0,0,2,,SL
2345,HHH Johnson,1948-1950,3,4,0,38,22,9.50,0,0,1,,WI
2346,IJ Jones,1964-1968,15,17,9,38,16,4.75,0,0,2,,ENG
2347,CP McGahey,1902-1902,2,4,0,38,18,9.50,0,0,1,,ENG
2348,EM Meuli,1953-1953,1,2,0,38,23,19.00,0,0,0,,NZ
2349,FM Misson,1960-1961,5,5,3,38,25*,19.00,0,0,1,,AUS
2350,J Nyumbu,2014-2016,3,6,1,38,14,7.60,0,0,0,,ZIM
2351,J Ormond,2001-2001,2,4,1,38,18,12.66,0,0,1,,ENG
2352,B Reddy,1979-1979,4,5,1,38,21,9.50,0,0,2,,IND
2353,GH Shepstone,1896-1899,2,4,0,38,21,9.50,0,0,1,,SA
2354,DR Smith,1961-1962,5,5,1,38,34,9.50,0,0,2,,ENG
2355,S von Berg,2024-2024,1,1,0,38,38,38.00,0,0,0,,SA
2356,G Wijekoon,2005-2005,2,3,0,38,14,12.66,0,0,0,,SL
2357,NF Williams,1990-1990,1,1,0,38,38,38.00,0,0,0,,ENG
2358,LH Gay,1894-1894,1,2,0,37,33,18.50,0,0,0,,ENG
2359,MJ Hilton,1950-1952,4,6,1,37,15,7.40,0,0,2,,ENG
2360,WE Hollies,1935-1950,13,15,8,37,18*,5.28,0,0,4,,ENG
2361,DEJ Ironside,1953-1954,3,4,2,37,13,18.50,0,0,0,,SA
